Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,ReviewReasons,PriorityScore
prog folk,32,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,4.0241
american idol,28,pop,,0.45,fallback,low_primary_weight | low_confidence | broad_or_marketing_tag,4.0216
argentine indie,55,,,,,no_family | no_related_styles | no_transition_styles,4.0208
domino,55,,,,,no_family | no_related_styles | no_transition_styles,4.0208
gamer,55,,,,,no_family | no_related_styles | no_transition_styles,4.0208
levenslied,55,,,,,no_family | no_related_styles | no_transition_styles,4.0208
sheffield,55,,,,,no_family | no_related_styles | no_transition_styles,4.0208
134a,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
bach,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
bertalan hock,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
cantata 147,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
euro-disco,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
free improvisation,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
gothenburg indie,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
gramophone selection,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
helmut walcha,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
italian composer,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
lgbtqi,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
maluku,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
mathauspassion,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
melbourne bounce international,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
motet,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
six,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
vaporwave,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
vox,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
wagner,54,,,,,no_family | no_related_styles | no_transition_styles,4.0028
birmingham grime,59,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,4.0008
japanese electropop,59,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,4.0008
indian singer-songwriter,31,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9886
metallica,31,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9886
post-dubstep,31,bass_music,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9886
a,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
afrofuturismo brasileiro,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
anthemic,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
global warming meltdown,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
look again,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
maltido,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
pitbull,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
secret,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
tell me,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
trova,53,,,,,no_family | no_related_styles | no_transition_styles,3.9845
etherpop,58,pop,,0.45,fallback,low_primary_weight | low_confidence,3.9844
rap fr,58,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.9844
instrumental grime,57,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.9677
pop chileno,57,pop,,0.45,fallback,low_primary_weight | low_confidence,3.9677
suomirap,57,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.9677
belgian dance,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
death by airplane,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
fail,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
gg,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
melancholia,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
millennial,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
musique regionale mexicaine,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
north african,52,,,,,no_family | no_related_styles | no_transition_styles,3.9658
avant-folk,30,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9521
brazilian,30,brazilian,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9521
gratuitous heavy metal umlaut,30,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9521
new mpb,30,brazilian,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9521
algerian,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
dark,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
fergie,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
finnish,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
francais,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
heavy,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
kavkaz,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
kevin haden,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
sound recording executives and producers,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
sweden,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
turkce slow sarkilar,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
uplifting,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
will i am,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
同人,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
同人サークル,51,,,,,no_family | no_related_styles | no_transition_styles,3.9468
drill chileno,55,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.9334
awesome,50,,,,,no_family | no_related_styles | no_transition_styles,3.9274
falcom,50,,,,,no_family | no_related_styles | no_transition_styles,3.9274
funk bh,50,,,,,no_family | no_related_styles | no_transition_styles,3.9274
grindcore,50,,,,,no_family | no_related_styles | no_transition_styles,3.9274
medieval,50,,,,,no_family | no_related_styles | no_transition_styles,3.9274
rap conciencia,54,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.9158
electronic dance,29,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9144
electronica argentina,29,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9144
tanzmetall,29,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9144
ukrainian,29,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9144
vapor soul,29,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.9144
american composer,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
dvd,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
maloya,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
neue deutsche harte,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
rave,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
sillyname,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
ska argentino,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
zhenskiy rep,49,,,,,no_family | no_related_styles | no_transition_styles,3.9076
algerian chaabi,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
automod ng,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
awe︎some,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
dangerous,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
field recording,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
francophone,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
korean ost,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
miley-cyrus,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
senegalese-american,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
torch song,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
uk bass,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
uk r & b,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
vinyl,48,,,,,no_family | no_related_styles | no_transition_styles,3.8875
nederreggae,52,caribbean,,0.45,fallback,low_primary_weight | low_confidence,3.8796
proto-punk,52,rock,,0.45,fallback,low_primary_weight | low_confidence,3.8796
rap montrealais,52,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.8796
rap uruguayo,52,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.8796
canadian electronic,28,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.8754
electro swing,28,electronic,jazz_blues,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.8754
jazz poetry,28,jazz_blues,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.8754
jungle terror,28,bass_music,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.8754
punjabi,28,world_asian,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.8754
guitarists,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
homophobe,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
horspiel,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
lick,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
multi-instrumentalist,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
musician,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
new french touch,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
nordnorsk musikk,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
parang,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
remixes,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
tiesto traffic,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
twerk,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
worldbeat,47,,,,,no_family | no_related_styles | no_transition_styles,3.8669
deep purple,23,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,3.8646
danspunk,51,rock,,0.45,fallback,low_primary_weight | low_confidence,3.861
rock kapak,51,rock,,0.45,fallback,low_primary_weight | low_confidence,3.861
vietnamese bolero,51,latin_tropical,,0.45,fallback,low_primary_weight | low_confidence,3.861
beatlesque,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
chill r & b,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
kermis,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
long title,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
minimalism,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
polish indie,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
russian rave,46,,,,,no_family | no_related_styles | no_transition_styles,3.8458
pop quebecois,50,pop,,0.45,fallback,low_primary_weight | low_confidence,3.842
south african pop dance,50,pop,,0.45,fallback,low_primary_weight | low_confidence,3.842
volkspop,50,pop,,0.45,fallback,low_primary_weight | low_confidence,3.842
arab,27,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
jazz beats,27,jazz_blues,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
pakistani qawwali,27,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
rai algerien,27,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
swedish americana,27,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
trancecore,27,trance,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.835
reparto,45,,,,,no_family | no_related_styles | no_transition_styles,3.8243
surf,45,,,,,no_family | no_related_styles | no_transition_styles,3.8243
symphonies,45,,,,,no_family | no_related_styles | no_transition_styles,3.8243
funk rock tributo,49,rock,,0.45,fallback,low_primary_weight | low_confidence,3.8227
krautrock,49,rock,,0.45,fallback,low_primary_weight | low_confidence,3.8227
rap underground espanol,49,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.8227
rapist,49,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.8227
alternative rnb,22,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,3.8128
chanson virale,22,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,3.8128
deutschrock,48,rock,,0.45,fallback,low_primary_weight | low_confidence,3.8029
dnace-pop,48,pop,,0.45,fallback,low_primary_weight | low_confidence,3.8029
2 pac,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
above the rim,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
also fail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
california gurls,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
camp,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
canadian indie,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
chesty,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
cute,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
eastcoast killa,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
failfail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
french singer,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
gaaaaaayyyyyyyyy,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
gaymeme,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
hipdut,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
im gay if i am shut up,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
im gay if i am⸲ shut up,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
international,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
japanese r & b,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
katy perry,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
katy perry is gay,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
katy pery is dumb,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
lame lame lame lame,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
london,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
manchester,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
megafail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
megalmaestupiddumb,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
nope still fail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
srsly whats wrong with beign gay,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
still fail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
total fail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
touhou,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
uncool,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
unil the end of time,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
ur so faaaail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
ur so fail,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
ur so lame,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
‟ur so fail”,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
東方project,44,,,,,no_family | no_related_styles | no_transition_styles,3.8024
country soul,26,country_folk,rnb_soul,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7931
techno remix,26,techno,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7931
ukraine,26,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7931
rocksteady,47,rock,,0.45,fallback,low_primary_weight | low_confidence,3.7828
trap metal italiana,47,hip_hop,metal,0.45,fallback,low_primary_weight | low_confidence,3.7828
acting,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
bases de freestyle,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
italia,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
javanese dangdut,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
latvian,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
lilith,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
ominous,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
pakistani,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
pakistani indie,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
pixel,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
playful,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
proto-prog,43,,,,,no_family | no_related_styles | no_transition_styles,3.7799
rap motywacja,46,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.7622
black sabbath,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
bombastic,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
deboxe,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
french composer,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
funk 150 bpm,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
glorious,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
indie r & b,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
kind of magic,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
langham 1 studio bbc,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
medley,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
muziek voor kinderen,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
orchestra,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
platinum,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
queen,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
queen family,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
reunion,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
rx27,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
satire,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
singing,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
thai indie,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
untied kingdom,42,,,,,no_family | no_related_styles | no_transition_styles,3.757
arkansas country,25,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7497
black-metal,25,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7497
christian country,25,country_folk,gospel_spiritual,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7497
gaming edm,25,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7497
latin christian,25,gospel_spiritual,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7497
canada,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
chrismas,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
cologne indie,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
death by pneumonia,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
duets,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
fabloo,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
garland,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
gorillaz,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
mezzo-soprano,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
motion picture producers and directors,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
motion pictures--production and direction,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
my way,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
nasheed,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
sgija,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
trinidadian,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
virtual band,41,,,,,no_family | no_related_styles | no_transition_styles,3.7335
cowpunk,44,rock,,0.45,fallback,low_primary_weight | low_confidence,3.7197
pop paraguayo,44,pop,,0.45,fallback,low_primary_weight | low_confidence,3.7197
temor a la muerte,44,rock,,0.45,fallback,low_primary_weight | low_confidence,3.7197
batidao romantico,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
caribbean queen,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
carnaval,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
chamber music,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
crooner,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
death by liver cancer,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
essentials,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
flop,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
matthew edward hall,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
mick jagger,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
r & b argentino,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
scumbag,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
some girls,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
spanish composer,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
the-rolling-stones,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
vivo en el 6,40,,,,,no_family | no_related_styles | no_transition_styles,3.7094
alicia de larrocha,24,brazilian,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7045
compositional ambient,24,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7045
naija worship,24,gospel_spiritual,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7045
piano concerto no. 5,24,classical,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.7045
pinoy alternative,20,,,,,no_family | no_related_styles | no_transition_styles | broad_or_marketing_tag,3.7022
phonk brasileiro,43,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.6978
russian hyperpop,43,pop,,0.45,fallback,low_primary_weight | low_confidence,3.6978
argentina,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
argentinian,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
art song,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
australian talent show,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
death by stroke,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
gaita zuliana,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
italy,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
j-pixie,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
red dirt,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
religious,39,,,,,no_family | no_related_styles | no_transition_styles,3.6847
lithuanian electropop,42,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,3.6753
+australia (sydney,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
add release,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
african,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
arrangers,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
capa,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
cueca chilena,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
death by lung cancer,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
jose jose,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
lithuanian r & b,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
nigeria,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
not happy,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
not party,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
partyschlager,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
puerto rican,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
relaxed,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
soy asy,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
spain,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
virtuoso,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
volts,38,,,,,no_family | no_related_styles | no_transition_styles,3.6594
canadian folk,23,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6576
christian music,23,gospel_spiritual,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6576
new americana,23,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6576
pinoy singer-songwriter,23,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6576
swinger-songwriter,23,jazz_blues,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6576
arrangeur,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
bergamo indie,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
birdsong,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
death by heart failure,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
ethereal wave,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
hymns,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
mc,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
music for people who dislike music,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
poetry,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
urbano,37,,,,,no_family | no_related_styles | no_transition_styles,3.6335
blues-rock,40,jazz_blues,rock,0.45,fallback,low_primary_weight | low_confidence,3.6288
folk rock italiano,40,country_folk,rock,0.45,fallback,low_primary_weight | low_confidence,3.6288
latin afrobeat,40,african,,0.45,fallback,low_primary_weight | low_confidence,3.6288
alt country,22,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6086
lithuanian soul,22,rnb_soul,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6086
melodic dubstep,22,bass_music,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.6086
alien lives matter,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
avant-prog,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
bb12b20e,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
davido,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
davido adeleke,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
gobe,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
happy,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
italian tenor,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
j-r & b,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
k-indie,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
kurt cobain,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
legendary,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
miami bass,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
nigeria music,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
nirvana,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
northwest,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
oratorio,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
skelewu,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
sunnlensk tonlist,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
tenor,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
wizkid,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
y2k,36,,,,,no_family | no_related_styles | no_transition_styles,3.6069
chinese electropop,39,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,3.6046
pop electronico,39,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,3.6046
rap tunisien,39,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.6046
pop costarricense,38,pop,,0.45,fallback,low_primary_weight | low_confidence,3.5799
pop-soul,38,pop,rnb_soul,0.45,fallback,low_primary_weight | low_confidence,3.5799
t-pop girl group,38,pop,world_asian,0.45,fallback,low_primary_weight | low_confidence,3.5799
+usa (california:los angeles,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
angry,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
b7005bb9-fcd9-4d06-8c39-c5ef11275ef1,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
