Genres,GenreCount,TrackCount
chinese manyao,1,1
"chinese electropop, chinese idol pop, mandopop",1,1
"canadian electronic, canadian house, float house, lo-fi house",1,1
"c-pop, chinese indie, chinese rock, indie pop, mandopop, taiwanese indie, taiwanese pop",1,1
"1980s hong kong debut, 1990s, 2000s, actress, c-pop, cantonese, cantopop, chinese, chinese indie, chinese r&b, cpop, dream pop, female vocals, fixme label mess, hong.kong, j-pop, japanese, jpop, mandarin, mandopop, n, pop, taiwanese pop, vgm, video game",1,1
"chinese indie, indie rock, taiwanese indie, taiwanese pop",1,1
"lo star, mandopop, taiwan pop, taiwanese indie",1,1
"chinese indie, chinese indie pop",1,1
"c-pop, chinese audiophile, classic mandopop, taiwan campus folk",1,1
"chinese indie, mainland chinese pop, taiwan pop",1,1
"c-pop, chinese rock, mandopop",1,1
"chinese hip hop, taiwanese pop, taiwanese indie, chinese r&b",1,1
"hong kong hip hop, taiwan hip hop",1,1
"classic mandopop, taiwan campus folk",1,1
"hakkapop, taiwan indie, taiwan singer-songwriter, taiwanese indigenous music",1,1
"taiwanese pop, mandopop, taiwanese indie, chinese indie",1,1
"chinese indie, chinese minyao, chinese singer-songwriter, taiwan pop",1,1
"art pop, indie rock, melancholia, singer-songwriter, slowcore",1,1
"taiwan indie, taiwan pop, taiwan punk, taiwanese indie",1,1
"2008 universal fire victim, british, c-pop, classic pop and rock, dance, dance-pop, english, mandopop, new wave, pop, rock, synthpop, taiwanese pop, uk",1,1
"c-pop, chinese rock, mandopop, taiwanese pop",1,1
"thai pop, thai viral pop",1,1
"t-pop, thai teen pop",1,1
"thai indie, thai indie pop",1,1
"european, french pop, japanese, jazz, eurovision, world, greek folk, easy listening, folk, greek, lirics, lied, singer, classical, lieder",1,1
"uk, british, english, pop rock",1,1
"pop, british, uk, boy band",1,1
"luk thung, t-pop, thai pop",1,1
"luk thung, southern thai music, t-pop, thai hip hop, thai pop",1,1
"thai hip hop, thai indie, thai pop",1,1
"c-pop, cpop, female artist, produce camp 2020",1,1
"dirty south, hip hop, southern hip hop, t-pop, thai pop",1,1
"thai indie, thai rock",1,1
"midwest emo, math rock, emo",1,1
classic thai pop,1,1
lao pop,1,1
"krautrock, dub, rock, uk, england, indie, post punk, english, british, rock and indie, alternative, post-punk, punk, new wave, art punk, experimental rock, alternative dance, alternative rock, post-punk, new wave",1,1
"thai trap, thai viral pop",1,1
"t-pop, thai indie rock, thai post-rock",1,1
"downtempo, electro jazz, jazztronica, nu jazz, trip hop",1,1
"thai hip hop, thai pop, t-pop",1,1
"schlager, t-pop, thai pop",1,1
"soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose, thai pop, t-pop",1,1
"thai indie pop, thai indie rock",1,1
"luk thung, phleng phuea chiwit, southern thai music, thai hip hop, thai pop, thai rock",1,1
"american, boom bap, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, luk thung, political hip hop, political rap, pop rap, relic inn, t-pop, thai pop, west coast hip hop, west coast hip-hop",1,1
"phleng phuea chiwit, thai folk rock",1,1
"t-pop, thai ost, thai pop",1,1
"luk thung, t-pop, thai hip hop, thai pop, thai rock, thai trap",1,1
"thai hip hop, thai indie",1,1
"lao pop, thai pop rap",1,1
"luk thung, thai folk rock",1,1
thai folk rock,1,1
"t-pop, thai pop, thai teen pop",1,1
"canadian indie folk, indie quebecois",1,1
"thai folk pop, thai folk rock",1,1
"thai indie pop, thai indie rock, thai rock",1,1
"48g, j-idol, j-pop, j-pop girl group",1,1
"phleng phuea chiwit, thai folk, thai folk rock",1,1
"gothic, metal, horror punk",1,1
"t-pop girl group, thai teen pop",1,1
uyghur pop,1,1
"german, hip hop, rap, turkish pop",1,1
"rock, turkish hip hop",1,1
"anarcho-punk, arabesk, art punk, dutch post-punk, ethio-jazz, experimental rock, noise rock, post-punk, punk, punk jazz, punk rock, the netherlands",1,1
israeli indie,1,1
"oyun havasi, rock, turkish",1,1
"oyun havasi, turkce remix",1,1
"anatolian rock, arabesk, turkish | turkish",2,1
"hip hop, manele",1,1
"ukrainian indie, ukrainian pop",1,1
"ukrainian alternative rock, ukrainian indie, ukrainian rock",1,1
"g-house, ukrainian viral pop",1,1
"ukrainian rock, ukrainian viral pop",1,1
"ukrainian pop, ukrainian rock, ukrainian viral pop",1,1
ua trap,1,1
soviet synthpop,1,1
"russian pop, ukrainian hip hop, ukrainian pop",1,1
"ukrainian alternative rock, ukrainian rock",1,1
"russian dance, russian dance pop, russian pop",1,1
"ukrainian emo, ukrainian metalcore",1,1
"ukrainian phonk, ukrainian viral pop",1,1
"rock, ukrainian",1,1
"folk, hip hop, pop rap",1,1
"tatar pop, ukrainian indie, ukrainian pop, ukrainian rock",1,1
"bomba y plena, puerto rican folk, salsa",1,1
"puerto rican pop, salsa, tropical",1,1
"hardcore punk, united kingdom, v-pop, vinahouse",1,1
"chinese experimental, spectra",1,1
"viet lo-fi, viet remix, vinahouse",1,1
"alternative dance, alternative rock, art rock, britannique, british, dance-punk, indie, indie rock, indietronica, new rave, post-punk revival, rock, rock and indie, uk, united kingdom, v-pop",1,1
viet edm,1,1
chinese traditional,1,1
"classical, german, german composer, orchestral, composer, organist, baroque, latin, european, bach, mass, wagner, six, 134a, motet, mathauspassion, messe h-moll, vox, cantata, cantata 147, bach double violin concerto, helmut walcha, 1036, bertalan hock, gramophone selection, v-pop, vietnamese bolero",1,1
"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",1,1
"pop rock, rap rock, japanese, j-rock, rock, j-pop, jpop",1,1
"k-indie, k-pop, korean pop, korean singer-songwriter",1,1
"dangdut, sholawat, v-pop",1,1
"album rock, blues rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, southern rock",1,1
"disco, mellow gold, new romantic, new wave pop, soft rock, yacht rock",1,1
"australian rock, dream pop, new romantic, new wave",1,1
"dance pop, hip pop, pop rap, r&b, urban contemporary",1,1
"bachata, reggaeton",1,1
"luk thung, t-pop, thai pop, thai rock",1,1
"desi hip hop, indian underground rap, malayalam hip hop",1,1
"flamenco, flamenco pop, neofolk, pop",1,1
"corrido, norteno, sad sierreno, sierreno",1,1
modern folk rock,1,1
"blues, dembow, latin, rock",1,1
"indonesian pop, malang indie",1,1
"j-pop, j-rock, jpop, jrock, pop, rock",1,1
"has german audio plays, audio drama, has german audiobooks",1,1
"corrido, corridos tumbados, musica sinaloense, sierreno",1,1
"baroque, british, british composer, classical, composer, corrido, corridos belicos, corridos tumbados, english, opera, production music, uk",1,1
"hard rock, rock",1,1
"opm, pinoy indie, pinoy rock",1,1
"audiobook, author, british, deu, english, fantasy, fascist, has german audiobooks, non-musician, pinoy hip hop, pinoy r&b, queerphobe, terf, transphobe, uk",1,1
"2008 universal fire victim, academy award winner, american, american composer, classical, composer, conductor, contemporary classical, easy listening soundtracks and musicals, film, film composer, film score, film soundtrack, game, grammy winner, jazz, modern classical, orchestral, phleng phuea chiwit, pianist, saga, score, server name, soundtrack, soundtracks, southern thai music, star wars, suboptimal credits, t-pop, thai pop, thai rock, vgm, video game, western classical | soundtrack, classical, jazz, american, orchestral, game, conductor, video game, score, pianist, composer, film score, contemporary classical, film, vgm, american composer, film soundtrack, easy listening soundtracks and musicals, film composer, soundtracks, modern classical, star wars, grammy winner, saga, suboptimal credits, academy award winner, western classical, server name, 2008 universal fire victim, thai rock, thai pop, t-pop, southern thai music, phleng phuea chiwit",2,1
"turkish instrumental, turkish pop, turkish singer-songwriter",1,1
"c-pop, chinese, gufeng, mandopop",1,1
kolsche karneval,1,1
"alliteration, electroclash, electronic, witch house",1,1
"disco, funk, jazz funk, motown, soul",1,1
"hip hop, lo-fi, instrumental hip hop, lo-fi hip hop, instrumental, boom bap, chillwave, downtempo",1,1
"classic russian pop, russian rock, soviet synthpop",1,1
"belarusian indie, belarusian punk, belarusian rock, russian punk, russian rock",1,1
"hard bop, jazz, post-bop, soul jazz",1,1
"arrocha, brega, forro, piseiro, seresta",1,1
"brazilian funk, dance, dance-pop, edm, euro house, eurodance, europop, funk, synth-pop",1,1
"brazilian funk, funk, german audiobook reader",1,1
"brazilian funk, funk, schlager",1,1
"80s, alternative rock, arabic hip hop, egyptian hip hop, egyptian pop, hard rock, mahraganat, pop rock, scotland, uk",1,1
"egyptian alternative, egyptian viral pop",1,1
"philly indie, pov: indie, slacker rock",1,1
"folk, country",1,1
"2 tone, birmingham, british, c81, english, new wave, post-punk, rock, rock and indie, ska, two-tone, uk",1,1
"atif, atif aslam, bollywood, desi, doorie, filmi, hindi pop, jal pari, pakistani, pakistani pop, qawwali, sufi",1,1
"desi pop, indian singer-songwriter",1,1
"japanese alternative rock, japanese singer-songwriter",1,1
"j-pop, pop rock",1,1
"boy band, classical, j-pop",1,1
"argentine hip hop, reggaeton mexicano, trap mexicano",1,1
"hip hop rnb and dance hall, moroccan chaabi, moroccan pop, moroccan rap, neo soul, rai",1,1
"hip hop, rai",1,1
"jazz, nz reggae, swing",1,1
"afro r&b, afro soul, afrobeats, alte",1,1
tanzanian pop,1,1
"afro adura, afropiano, contemporary folk, folk pop, psychedelic pop, rock, singer | songwriter, sunshine pop",2,1
"desi pop, urdu hip hop",1,1
"3 step, afro soul, afropop, amapiano, classical, composer, gqom, italian composer, private school piano, production music, renaissance",1,1
"afropiano, amapiano, big beat, breakbeat, breaks, dance and electronica, gqom",1,1
"anadolu rock, arabesk, turk sanat muzigi, turkish psych",1,1
ukrainian rock,1,1
"funk mtg, funk rj",1,1
"big room, progressive uplifting trance, sky room",1,1
rap salvadoreno,1,1
"rock, pop, scottish, british, uk, soul, soft rock, adult contemporary, alternative pop, classic pop and rock, pop soul, standards, sophisti-pop",1,1
"brazilian hip hop, rap df, sertanejo universitario",1,1
"bogus artist, vocaloid, hatsune miku, instrument as artist, software as artist, likedis auto, vocal synth",1,1
"american, classic pop and rock, corrido, corridos belicos, corridos tumbados, dream pop, electro corridos, indie rock, noise pop, rock, the lost generation",1,1
"gothenburg hip hop, swedish underground rap",1,1
"adult contemporary, bluegrass, christmas music, contemporary country, country, country pop, desi hip hop, grammy winner, hindi hip hop, look at us, session",1,1
"canadian, country, country gospel, country yodeling, cowboy, dembow, nashville sound, traditional country",1,1
"beatport awards, dan stephens, drum and bass, dubstep, electro, electronic, joe ray, liquid funk, mta records",1,1
"agronejo, sertanejo pop, sertanejo universitario",1,1
"female vocalists, norwegian, pop, rock, singer-songwriter",1,1
"opm, pop",1,1
"finnish indie, finnish jazz, suomi rock",1,1
"nederpop, pop rock",1,1
"classic house, hip house",1,1
"doom metal, drone, heavy metal, stoner metal, black metal, metal",1,1
"k-indie, k-rap, korean city pop",1,1
"dance, edm, lithuania, lithuanian, lithuanian dance, lithuanian edm, lithuanian pop, pop",1,1
"afro house, latin house, stutter house",1,1
"bolero, bolero mexicano, tropical",1,1
"indie viet, vietnamese hip hop, vietnamese melodic rap",1,1
dance-pop,1,1
"british, dance-pop, english, mahraganat, novelty, pop, uk",1,1
"3 step, afro house, afropiano, amapiano, gqom, private school piano",1,1
"reggae, roots reggae, ska",1,1
"breakeven, pop rock, soft rock",1,1
"bulgarian rock, classic bulgarian pop",1,1
"arrocha, forro tradicional, forro, piseiro",1,1
"electronic, pop, tecnobrega",1,1
"european, film composer, french, soundtrack",1,1
"r&b en espanol, urbano espanol",1,1
"indonesian pop, lagu timur, malay",1,1
"afrobeats, afroswing, london rap, uk hip hop",1,1
"pakistani electronic, pakistani hip hop",1,1
"2008 universal fire victim, cool jazz, hard bop, jazz, khaleeji, post-bop",1,1
"karadeniz pop, karadeniz turkuleri, turkish pop",1,1
"3 step, amapiano, bacardi, contemporary r&b, gqom, hip hop, hip hop rnb and dance hall, neo soul, private school piano",1,1
"rock, ska, british, post-punk, new wave, uk, english, birmingham, rock and indie, 2 tone, c81, two-tone",1,1
"indie rock, taiwanese, taiwan, rock",1,1
"brazilian gospel, devotional, gospel, worship",1,1
"lagu timur, malay, malay pop, malaysian pop",1,1
"a cappella, pop, vocal",1,1
"german pop, german indie, german indie pop",1,1
"belgian edm, pop dance",1,1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, johny johny yes papa, kids hut, kids songs, lazy asses, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, neomelodico, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, test merging tags test, traditional, uk, unknown, wheels on the bus",1,1
"korean pop, korean talent show",1,1
australian country,1,1
"danish, hip hop, rap",1,1
"alternative r&b, french hip hop, khaleeji, pop rap, trap, trap soul",1,1
"bulgarian, contemporary r&b, pop",1,1
"background vocalist, disco, gospel, rhythm and blues, soul",1,1
